가구일련번호,향후거주의향,입력된가구원수계,나이,주택형태,성별,교육정도,혼인상태,지역 거주기간,통근시간(분),월평균가구소득
F01148,4,4,42,,1,6,1,28,,
F01148,4,4,48,,2,6,4,28,,
F01148,4,4,72,,2,4,2,28,,
F01148,4,4,79,2,1,6,2,28,,7
F01149,2,2,67,,2,4,2,37,,
F01149,4,2,68,2,1,4,2,37,50,4
F01150,2,4,28,,2,6,1,20,30,
F01150,4,4,29,,2,6,1,25,,
F01150,4,4,56,,2,6,2,25,30,
F01150,1,4,63,2,1,6,2,25,30,7
F01151,4,2,85,,2,4,2,30,,
F01151,4,2,85,2,1,5,2,30,,4
F01152,4,3,44,,2,4,1,29,,
F01152,3,3,78,,2,3,2,4,,
F01152,4,3,78,2,1,4,2,29,,7
F01153,4,4,20,,2,5,1,20,,
F01153,4,4,21,,2,6,1,21,,
F01153,3,4,51,,2,6,2,23,5,
F01153,1,4,57,2,1,6,2,22,,8
F01154,4,3,29,,2,5,1,22,50,
F01154,3,3,60,,2,6,2,22,,
F01154,3,3,61,2,1,6,2,22,,4
F01155,2,3,22,,2,6,1,16,30,
F01155,3,3,50,,2,7,2,50,,
F01155,4,3,56,2,1,8,2,56,15,8
F01156,3,3,15,,1,4,1,15,30,
F01156,4,3,48,,2,5,2,15,10,
F01156,3,3,49,2,1,6,2,15,10,10
F01157,4,2,70,,2,5,2,28,,
F01157,5,2,75,2,1,7,2,25,,8
F01158,3,2,50,,2,7,2,26,40,
F01158,4,2,51,2,1,6,2,22,50,10
F01159,1,5,18,,2,4,1,18,10,
F01159,2,5,43,,2,6,2,43,,
F01159,2,5,50,2,1,6,2,20,,10
F01160,5,5,18,,2,4,1,18,5,
F01160,4,5,51,,2,6,2,14,50,
F01160,2,5,55,2,1,1,2,19,30,9
F01161,4,3,24,,2,6,1,24,30,
F01161,5,3,48,,2,5,2,20,5,
F01161,3,3,53,2,1,6,2,20,30,8
F01162,4,3,29,,2,4,2,20,,
F01162,5,3,32,2,1,5,2,32,40,4
F01163,5,2,68,,2,4,2,43,,
F01163,4,2,72,2,1,6,2,33,,5
F01164,3,4,24,,1,6,1,24,20,
F01164,4,4,26,,2,6,1,26,,
F01164,4,4,54,,2,4,2,40,10,
F01164,3,4,58,2,1,4,2,40,30,10
F01165,3,2,40,,1,6,1,20,,
F01165,4,2,64,2,2,4,3,27,45,5
F01166,4,2,65,2,1,2,2,39,,3
F01166,4,2,66,,2,2,2,39,10,
F01167,3,1,66,2,2,2,2,30,,4
F01168,5,4,44,,2,4,2,16,,
F01168,4,4,46,2,1,6,2,21,20,6
F01169,3,2,29,,2,6,1,22,50,
F01169,4,2,58,2,2,4,3,30,10,6
F01170,2,4,24,,2,6,1,8,50,
F01170,2,4,26,,2,6,1,8,,
F01170,4,4,51,,2,4,2,8,10,
F01170,4,4,56,2,1,6,2,8,10,9
F01171,4,2,59,,2,4,2,32,,
F01171,3,2,62,2,1,4,2,44,10,5
F01172,5,1,67,2,2,2,3,39,15,3
F01173,3,2,68,2,1,6,2,68,,5
F01173,5,2,69,,2,5,2,43,,
F01174,3,2,29,,1,6,1,14,20,
F01174,1,2,61,2,1,6,3,14,,4
F01175,3,4,27,,1,6,1,27,50,
F01175,4,4,56,,2,4,2,31,40,
F01175,3,4,56,2,1,4,2,50,25,5
F01175,5,4,77,,2,2,3,42,,
F01176,4,3,35,,2,5,1,30,25,
F01176,3,3,59,,2,4,2,20,,
F01176,3,3,63,2,1,6,2,20,10,6
F01177,4,3,43,1,1,6,2,13,30,8
F01177,5,3,44,,2,6,2,13,30,
F01178,2,4,29,,2,6,1,29,30,
F01178,2,4,32,,2,6,1,32,30,
F01178,3,4,55,,2,4,2,50,30,
F01178,3,4,61,2,1,4,2,53,,10
F01179,3,3,25,,1,6,1,21,40,
F01179,3,3,54,,2,6,2,21,5,
F01179,4,3,55,2,1,6,2,21,40,10
F01180,3,4,27,,1,6,1,21,35,
F01180,4,4,29,,2,6,1,26,,
F01180,3,4,62,2,1,6,2,35,,6
F01180,3,4,63,,2,5,2,32,30,
F01181,5,3,34,,1,4,1,25,,
F01181,4,3,59,,2,4,2,26,15,
F01181,5,3,60,2,1,4,2,50,15,9
F01182,4,2,66,,2,2,2,44,15,
F01182,4,2,71,2,1,2,2,44,,4
F01183,4,2,67,,2,6,2,11,,
F01183,4,2,74,2,1,6,2,11,,4
F01184,4,1,64,2,2,4,2,30,15,3
F01185,3,5,25,,1,6,1,25,,
F01185,5,5,26,,1,6,1,26,,
F01185,3,5,50,,2,4,2,26,,
F01185,4,5,52,2,1,5,2,52,30,6
F01186,4,2,73,,2,4,2,23,,
F01186,4,2,75,2,1,4,2,23,,5
F01187,5,1,26,2,2,6,1,15,40,3
F01188,4,2,64,,2,2,2,34,40,
F01188,4,2,65,2,1,2,2,50,20,4
F01189,1,1,43,2,1,4,4,7,25,5
F01190,4,2,65,,2,3,2,30,,
F01190,5,2,66,2,1,3,2,30,40,4
F01191,5,1,85,2,2,2,3,40,,2
F01192,5,2,67,,2,4,2,34,,
F01192,5,2,68,2,1,4,2,36,,3
F01193,4,1,84,3,2,1,2,1,,2
F01194,4,1,43,1,2,6,1,18,,4
F01195,2,1,52,2,2,4,1,20,50,3
F01196,4,1,73,2,2,2,4,28,,2
F01197,4,1,41,3,1,4,1,41,10,4
F01198,4,1,85,1,1,6,3,50,,2
F01199,5,1,39,3,1,6,1,5,30,5
F01200,3,2,29,3,1,5,1,29,,4
F01200,4,2,31,,1,7,1,31,30,
